event_id,event_timestamp,event_name,company_id,job_id,candidate_id,city,category
E001020,2026-01-06 14:29:11.351351,job_posted,C0021,J00020,,Pune,Business Analyst
E001437,2026-01-06 16:51:53.513513,job_posted,C0016,J00437,,Lucknow,Data Analyst
E000033,2026-01-06 18:22:42.162162,company_signup,C0033,,,Hyderabad,
E000034,2026-01-06 22:42:09.729729,company_signup,C0034,,,Mumbai,
E001949,2026-01-07 01:04:51.891891,job_posted,C0029,J00949,,Mumbai,Software Engineer
E001833,2026-01-07 01:30:48.648648,job_posted,C0018,J00833,,Hyderabad,Data Analyst
E000035,2026-01-07 03:01:37.297297,company_signup,C0035,,,Noida,
E001695,2026-01-07 04:19:27.567567,job_posted,C0002,J00695,,Lucknow,Sales
E000036,2026-01-07 07:21:04.864864,company_signup,C0036,,,Pune,
E001640,2026-01-07 08:12:58.378378,job_posted,C0014,J00640,,Bangalore,Software Engineer
E000037,2026-01-07 11:40:32.432432,company_signup,C0037,,,Hyderabad,
E001849,2026-01-07 14:03:14.594594,job_posted,C0032,J00849,,Lucknow,Business Analyst
E000038,2026-01-07 16:00:00.000000,company_signup,C0038,,,Delhi,
E003545,2026-01-07 16:51:53.513513,job_viewed,C0016,J00437,U2248,Lucknow,Data Analyst
E001122,2026-01-07 18:22:42.162162,job_posted,C0033,J00122,,Gurgaon,Software Engineer
E000039,2026-01-07 20:19:27.567567,company_signup,C0039,,,Delhi,
E003652,2026-01-07 23:34:03.243243,job_viewed,C0012,J00481,U1931,Bangalore,Software Engineer
E000040,2026-01-08 00:38:55.135135,company_signup,C0040,,,Bangalore,
E002144,2026-01-08 03:53:30.810810,job_posted,C0013,J01144,,Noida,HR
E000041,2026-01-08 04:58:22.702702,company_signup,C0041,,,Bangalore,
E000042,2026-01-08 09:17:50.270270,company_signup,C0042,,,Gurgaon,
E001077,2026-01-08 09:43:47.027027,job_posted,C0031,J00077,,Lucknow,HR
E001078,2026-01-08 09:43:47.027027,job_posted,C0031,J00078,,Gurgaon,Software Engineer
E006113,2026-01-08 11:34:03.243243,application_submitted,C0012,J00481,U1931,Bangalore,Software Engineer
E005746,2026-01-08 12:58:22.702702,job_viewed,C0004,J01199,U1103,Lucknow,Marketing
E005745,2026-01-08 12:58:22.702702,job_viewed,C0004,J01199,U2922,Lucknow,Marketing
E000043,2026-01-08 13:37:17.837837,company_signup,C0043,,,Mumbai,
E000044,2026-01-08 17:56:45.405405,company_signup,C0044,,,Lucknow,
E000045,2026-01-08 22:16:12.972972,company_signup,C0045,,,Hyderabad,
E003654,2026-01-08 23:34:03.243243,job_viewed,C0012,J00481,U2164,Bangalore,Software Engineer
E000046,2026-01-09 02:35:40.540540,company_signup,C0046,,,Hyderabad,
E001117,2026-01-09 03:27:34.054054,job_posted,C0024,J00117,,Gurgaon,Sales
E005589,2026-01-09 03:53:30.810810,job_viewed,C0013,J01143,U1110,Bangalore,Marketing
E001068,2026-01-09 05:24:19.459459,job_posted,C0030,J00068,,Bangalore,Marketing
E000047,2026-01-09 06:55:08.108108,company_signup,C0047,,,Lucknow,
E001679,2026-01-09 10:09:43.783783,job_posted,C0020,J00679,,Delhi,Software Engineer
E000048,2026-01-09 11:14:35.675675,company_signup,C0048,,,Gurgaon,
E002268,2026-01-09 14:29:11.351351,job_viewed,C0021,J00022,U2170,Gurgaon,HR
E000049,2026-01-09 15:34:03.243243,company_signup,C0049,,,Noida,
E002277,2026-01-09 18:48:38.918918,job_viewed,C0022,J00024,U0808,Pune,Marketing
E001978,2026-01-09 19:14:35.675675,job_posted,C0011,J00978,,Mumbai,Data Analyst
E000050,2026-01-09 19:53:30.810810,company_signup,C0050,,,Noida,
E000051,2026-01-10 00:12:58.378378,company_signup,C0051,,,Gurgaon,
E001948,2026-01-10 01:04:51.891891,job_posted,C0029,J00948,,Noida,Software Engineer
E000052,2026-01-10 04:32:25.945945,company_signup,C0052,,,Noida,
E001835,2026-01-10 05:50:16.216216,job_posted,C0019,J00835,,Delhi,Software Engineer
E000053,2026-01-10 08:51:53.513513,company_signup,C0053,,,Bangalore,
E002440,2026-01-10 09:43:47.027027,job_viewed,C0031,J00078,U2157,Gurgaon,Software Engineer
E000054,2026-01-10 13:11:21.081081,company_signup,C0054,,,Hyderabad,
E001439,2026-01-10 16:51:53.513513,job_posted,C0016,J00439,,Lucknow,Data Analyst
E000055,2026-01-10 17:30:48.648648,company_signup,C0055,,,Gurgaon,
E001474,2026-01-10 17:56:45.405405,job_posted,C0044,J00474,,Lucknow,Sales
E005099,2026-01-10 19:14:35.675675,job_viewed,C0011,J00978,U1706,Mumbai,Data Analyst
E000056,2026-01-10 21:50:16.216216,company_signup,C0056,,,Hyderabad,
E005021,2026-01-11 01:04:51.891891,job_viewed,C0029,J00949,U0027,Mumbai,Software Engineer
E006600,2026-01-11 01:53:30.810810,application_submitted,C0013,J01143,U1110,Bangalore,Marketing
E000057,2026-01-11 02:09:43.783783,company_signup,C0057,,,Lucknow,
E005586,2026-01-11 03:53:30.810810,job_viewed,C0013,J01143,U2423,Bangalore,Marketing
E001598,2026-01-11 04:58:22.702702,job_posted,C0041,J00598,,Pune,Software Engineer
E000058,2026-01-11 06:29:11.351351,company_signup,C0058,,,Delhi,
E001680,2026-01-11 10:09:43.783783,job_posted,C0020,J00680,,Mumbai,Marketing
E000059,2026-01-11 10:48:38.918918,company_signup,C0059,,,Bangalore,
E001374,2026-01-11 11:40:32.432432,job_posted,C0037,J00374,,Delhi,Marketing
E000060,2026-01-11 15:08:06.486486,company_signup,C0060,,,Pune,
E003544,2026-01-11 16:51:53.513513,job_viewed,C0016,J00437,U1782,Lucknow,Data Analyst
E003633,2026-01-11 17:56:45.405405,job_viewed,C0044,J00474,U0243,Lucknow,Sales
E000061,2026-01-11 19:27:34.054054,company_signup,C0061,,,Bangalore,
E001480,2026-01-11 23:34:03.243243,job_posted,C0012,J00480,,Bangalore,Sales
E000062,2026-01-11 23:47:01.621621,company_signup,C0062,,,Gurgaon,
E006459,2026-01-12 04:04:51.891891,application_submitted,C0029,J00949,U0027,Mumbai,Software Engineer
E000063,2026-01-12 04:06:29.189189,company_signup,C0063,,,Pune,
E001639,2026-01-12 08:12:58.378378,job_posted,C0014,J00639,,Gurgaon,Data Analyst
E000064,2026-01-12 08:25:56.756756,company_signup,C0064,,,Delhi,
E001678,2026-01-12 10:09:43.783783,job_posted,C0020,J00678,,Hyderabad,Business Analyst
E003375,2026-01-12 11:40:32.432432,job_viewed,C0037,J00374,U1664,Delhi,Marketing
E000065,2026-01-12 12:45:24.324324,company_signup,C0065,,,Gurgaon,
E000066,2026-01-12 17:04:51.891891,company_signup,C0066,,,Mumbai,
E001977,2026-01-12 19:14:35.675675,job_posted,C0011,J00977,,Delhi,Business Analyst
E001212,2026-01-12 19:53:30.810810,job_posted,C0050,J00212,,Lucknow,Sales
E000067,2026-01-12 21:24:19.459459,company_signup,C0067,,,Hyderabad,
E001479,2026-01-12 23:34:03.243243,job_posted,C0012,J00479,,Noida,Sales
E001834,2026-01-13 01:30:48.648648,job_posted,C0018,J00834,,Gurgaon,Software Engineer
E000068,2026-01-13 01:43:47.027027,company_signup,C0068,,,Delhi,
E000069,2026-01-13 06:03:14.594594,company_signup,C0069,,,Hyderabad,
E000070,2026-01-13 10:22:42.162162,company_signup,C0070,,,Noida,
E006046,2026-01-13 10:40:32.432432,application_submitted,C0037,J00374,U1664,Delhi,Marketing
E000071,2026-01-13 14:42:09.729729,company_signup,C0071,,,Mumbai,
E001802,2026-01-13 17:30:48.648648,job_posted,C0055,J00802,,Lucknow,Sales
E003631,2026-01-13 17:56:45.405405,job_viewed,C0044,J00474,U0101,Lucknow,Sales
E000072,2026-01-13 19:01:37.297297,company_signup,C0072,,,Mumbai,
E001594,2026-01-13 21:11:21.081081,job_posted,C0017,J00594,,Delhi,Marketing
E000073,2026-01-13 23:21:04.864864,company_signup,C0073,,,Delhi,
E001323,2026-01-13 23:47:01.621621,job_posted,C0062,J00323,,Gurgaon,Business Analyst
E001472,2026-01-14 02:09:43.783783,job_posted,C0057,J00472,,Delhi,Sales
E000074,2026-01-14 03:40:32.432432,company_signup,C0074,,,Mumbai,
E004000,2026-01-14 04:58:22.702702,job_viewed,C0041,J00598,U2365,Pune,Software Engineer
E000075,2026-01-14 08:00:00.000000,company_signup,C0075,,,Pune,
E000076,2026-01-14 12:19:27.567567,company_signup,C0076,,,Mumbai,
E002270,2026-01-14 14:29:11.351351,job_viewed,C0021,J00022,U1944,Gurgaon,HR
E000077,2026-01-14 16:38:55.135135,company_signup,C0077,,,Hyderabad,
E002875,2026-01-14 19:53:30.810810,job_viewed,C0050,J00212,U0670,Lucknow,Sales
E001213,2026-01-14 19:53:30.810810,job_posted,C0050,J00213,,Hyderabad,HR
E000078,2026-01-14 20:58:22.702702,company_signup,C0078,,,Hyderabad,
E003986,2026-01-14 21:11:21.081081,job_viewed,C0017,J00594,U1807,Delhi,Marketing
E001379,2026-01-14 22:16:12.972972,job_posted,C0045,J00379,,Delhi,Sales
E003645,2026-01-14 23:34:03.243243,job_viewed,C0012,J00479,U1071,Noida,Sales
E000079,2026-01-15 01:17:50.270270,company_signup,C0079,,,Gurgaon,
E004707,2026-01-15 01:30:48.648648,job_viewed,C0018,J00834,U0505,Gurgaon,Software Engineer
E004702,2026-01-15 01:30:48.648648,job_viewed,C0018,J00832,U1675,Delhi,Data Analyst
E001119,2026-01-15 03:27:34.054054,job_posted,C0024,J00119,,Hyderabad,Software Engineer
E000080,2026-01-15 05:37:17.837837,company_signup,C0080,,,Hyderabad,
E006106,2026-01-15 06:56:45.405405,application_submitted,C0044,J00474,U0101,Lucknow,Sales
E000081,2026-01-15 09:56:45.405405,company_signup,C0081,,,Gurgaon,
E004242,2026-01-15 10:09:43.783783,job_viewed,C0020,J00679,U2598,Delhi,Software Engineer
E001638,2026-01-15 10:35:40.540540,job_posted,C0009,J00638,,Lucknow,Marketing
E003379,2026-01-15 11:40:32.432432,job_viewed,C0037,J00374,U1700,Delhi,Marketing
E001590,2026-01-15 12:19:27.567567,job_posted,C0076,J00590,,Pune,Software Engineer
E000082,2026-01-15 14:16:12.972972,company_signup,C0082,,,Hyderabad,
E001054,2026-01-15 14:42:09.729729,job_posted,C0071,J00054,,Hyderabad,Software Engineer
E001583,2026-01-15 16:25:56.756756,job_posted,C0027,J00583,,Pune,Marketing
E001438,2026-01-15 16:51:53.513513,job_posted,C0016,J00438,,Bangalore,Sales
E005778,2026-01-15 18:29:11.351351,application_submitted,C0021,J00022,U1944,Gurgaon,HR
E000083,2026-01-15 18:35:40.540540,company_signup,C0083,,,Pune,
E002877,2026-01-15 19:53:30.810810,job_viewed,C0050,J00213,U2122,Hyderabad,HR
E003990,2026-01-15 21:11:21.081081,job_viewed,C0017,J00594,U2428,Delhi,Marketing
E000084,2026-01-15 22:55:08.108108,company_signup,C0084,,,Lucknow,
E005023,2026-01-16 01:04:51.891891,job_viewed,C0029,J00949,U0309,Mumbai,Software Engineer
E001422,2026-01-16 01:17:50.270270,job_posted,C0079,J00422,,Mumbai,HR
E001214,2026-01-16 03:01:37.297297,job_posted,C0035,J00214,,Noida,Marketing
E000085,2026-01-16 03:14:35.675675,company_signup,C0085,,,Gurgaon,
E005590,2026-01-16 03:53:30.810810,job_viewed,C0013,J01144,U0531,Noida,HR
E001128,2026-01-16 06:29:11.351351,job_posted,C0058,J00128,,Delhi,Software Engineer
E000086,2026-01-16 07:34:03.243243,company_signup,C0086,,,Bangalore,
E006194,2026-01-16 08:11:21.081081,application_submitted,C0017,J00594,U1807,Delhi,Marketing
E002073,2026-01-16 09:17:50.270270,job_posted,C0042,J01073,,Hyderabad,Sales
E004237,2026-01-16 10:09:43.783783,job_viewed,C0020,J00679,U2259,Delhi,Software Engineer
E004239,2026-01-16 10:09:43.783783,job_viewed,C0020,J00679,U1506,Delhi,Software Engineer
E003378,2026-01-16 11:40:32.432432,job_viewed,C0037,J00374,U2229,Delhi,Marketing
E000087,2026-01-16 11:53:30.810810,company_signup,C0087,,,Noida,
E002265,2026-01-16 14:29:11.351351,job_viewed,C0021,J00021,U2799,Delhi,HR
E006366,2026-01-16 15:30:48.648648,application_submitted,C0018,J00832,U1675,Delhi,Data Analyst
E000088,2026-01-16 16:12:58.378378,company_signup,C0088,,,Delhi,
E006111,2026-01-16 17:34:03.243243,application_submitted,C0012,J00479,U1071,Noida,Sales
E005098,2026-01-16 19:14:35.675675,job_viewed,C0011,J00977,U1911,Delhi,Business Analyst
E002876,2026-01-16 19:53:30.810810,job_viewed,C0050,J00212,U0917,Lucknow,Sales
E000089,2026-01-16 20:32:25.945945,company_signup,C0089,,,Hyderabad,
E006253,2026-01-16 22:09:43.783783,application_submitted,C0020,J00679,U2598,Delhi,Software Engineer
E003223,2026-01-16 23:47:01.621621,job_viewed,C0062,J00323,U1503,Gurgaon,Business Analyst
E000090,2026-01-17 00:51:53.513513,company_signup,C0090,,,Mumbai,
E000091,2026-01-17 05:11:21.081081,company_signup,C0091,,,Lucknow,
E006601,2026-01-17 07:53:30.810810,application_submitted,C0013,J01144,U0531,Noida,HR
E000092,2026-01-17 09:30:48.648648,company_signup,C0092,,,Hyderabad,
E001375,2026-01-17 11:40:32.432432,job_posted,C0037,J00375,,Lucknow,Marketing
E000093,2026-01-17 13:50:16.216216,company_signup,C0093,,,Mumbai,
E002266,2026-01-17 14:29:11.351351,job_viewed,C0021,J00021,U2467,Delhi,HR
E000094,2026-01-17 18:09:43.783783,company_signup,C0094,,,Noida,
E005100,2026-01-17 19:14:35.675675,job_viewed,C0011,J00978,U0353,Mumbai,Data Analyst
E002072,2026-01-17 20:32:25.945945,job_posted,C0089,J01072,,Lucknow,HR
E003987,2026-01-17 21:11:21.081081,job_viewed,C0017,J00594,U2236,Delhi,Marketing
E000095,2026-01-17 22:29:11.351351,company_signup,C0095,,,Noida,
E003226,2026-01-17 23:47:01.621621,job_viewed,C0062,J00323,U0814,Gurgaon,Business Analyst
E001423,2026-01-18 01:17:50.270270,job_posted,C0079,J00423,,Noida,HR
E003507,2026-01-18 01:17:50.270270,job_viewed,C0079,J00422,U2214,Mumbai,HR
E001295,2026-01-18 01:43:47.027027,job_posted,C0068,J00295,,Pune,Sales
E000096,2026-01-18 02:48:38.918918,company_signup,C0096,,,Noida,
E001118,2026-01-18 03:27:34.054054,job_posted,C0024,J00118,,Hyderabad,Software Engineer
E000097,2026-01-18 07:08:06.486486,company_signup,C0097,,,Mumbai,
E004245,2026-01-18 10:09:43.783783,job_viewed,C0020,J00680,U0987,Mumbai,Marketing
E004243,2026-01-18 10:09:43.783783,job_viewed,C0020,J00679,U1892,Delhi,Software Engineer
E004121,2026-01-18 10:35:40.540540,job_viewed,C0009,J00637,U2917,Gurgaon,Marketing
E001652,2026-01-18 10:48:38.918918,job_posted,C0059,J00652,,Bangalore,Sales
E001654,2026-01-18 10:48:38.918918,job_posted,C0059,J00654,,Delhi,Data Analyst
E000098,2026-01-18 11:27:34.054054,company_signup,C0098,,,Hyderabad,
E000099,2026-01-18 15:47:01.621621,company_signup,C0099,,,Noida,
E000100,2026-01-18 20:06:29.189189,company_signup,C0100,,,Pune,
E005381,2026-01-18 20:32:25.945945,job_viewed,C0089,J01072,U1609,Lucknow,HR
E001889,2026-01-18 22:55:08.108108,job_posted,C0084,J00889,,Noida,Business Analyst
E000101,2026-01-19 00:25:56.756756,company_signup,C0101,,,Gurgaon,
E000102,2026-01-19 04:45:24.324324,company_signup,C0102,,,Mumbai,
E001599,2026-01-19 04:58:22.702702,job_posted,C0041,J00599,,Hyderabad,Business Analyst
E001469,2026-01-19 05:37:17.837837,job_posted,C0080,J00469,,Noida,HR
E001702,2026-01-19 07:21:04.864864,job_posted,C0036,J00702,,Bangalore,Business Analyst
E001564,2026-01-19 08:25:56.756756,job_posted,C0064,J00564,,Lucknow,Business Analyst
E000103,2026-01-19 09:04:51.891891,company_signup,C0103,,,Mumbai,
E003978,2026-01-19 12:19:27.567567,job_viewed,C0076,J00590,U2805,Pune,Software Engineer
E000104,2026-01-19 13:24:19.459459,company_signup,C0104,,,Hyderabad,
E001696,2026-01-19 14:16:12.972972,job_posted,C0082,J00696,,Pune,Marketing
E001153,2026-01-19 16:00:00.000000,job_posted,C0038,J00153,,Bangalore,Business Analyst
E001582,2026-01-19 16:25:56.756756,job_posted,C0027,J00582,,Mumbai,Marketing
E001109,2026-01-19 17:04:51.891891,job_posted,C0066,J00109,,Bangalore,Sales
E000105,2026-01-19 17:43:47.027027,company_signup,C0105,,,Mumbai,
E006081,2026-01-19 21:17:50.270270,application_submitted,C0079,J00422,U2214,Mumbai,HR
E000106,2026-01-19 22:03:14.594594,company_signup,C0106,,,Mumbai,
E006189,2026-01-20 00:19:27.567567,application_submitted,C0076,J00590,U2805,Pune,Software Engineer
E000107,2026-01-20 02:22:42.162162,company_signup,C0107,,,Noida,
E001744,2026-01-20 02:48:38.918918,job_posted,C0096,J00744,,Pune,HR
E002559,2026-01-20 03:27:34.054054,job_viewed,C0024,J00118,U2653,Hyderabad,Software Engineer
E001468,2026-01-20 05:37:17.837837,job_posted,C0080,J00468,,Pune,Sales
E001467,2026-01-20 05:37:17.837837,job_posted,C0080,J00467,,Bangalore,Data Analyst
E000108,2026-01-20 06:42:09.729729,company_signup,C0108,,,Hyderabad,
E001703,2026-01-20 07:21:04.864864,job_posted,C0036,J00703,,Delhi,Data Analyst
E003901,2026-01-20 08:25:56.756756,job_viewed,C0064,J00564,U1165,Lucknow,Business Analyst
E000109,2026-01-20 11:01:37.297297,company_signup,C0109,,,Noida,
E001791,2026-01-20 11:53:30.810810,job_posted,C0087,J00791,,Gurgaon,Software Engineer
E002263,2026-01-20 14:29:11.351351,job_viewed,C0021,J00020,U1486,Pune,Business Analyst
E000110,2026-01-20 15:21:04.864864,company_signup,C0110,,,Gurgaon,
E001892,2026-01-20 15:34:03.243243,job_posted,C0049,J00892,,Hyderabad,Software Engineer
E001266,2026-01-20 16:38:55.135135,job_posted,C0077,J00266,,Gurgaon,Marketing
E002540,2026-01-20 17:04:51.891891,job_viewed,C0066,J00109,U2431,Bangalore,Sales
E002276,2026-01-20 18:48:38.918918,job_viewed,C0022,J00024,U2046,Pune,Marketing
E000111,2026-01-20 19:40:32.432432,company_signup,C0111,,,Lucknow,
E000112,2026-01-21 00:00:00.000000,company_signup,C0112,,,Gurgaon,
E002163,2026-01-21 00:51:53.513513,job_posted,C0090,J01163,,Mumbai,HR
E002561,2026-01-21 03:27:34.054054,job_viewed,C0024,J00119,U1450,Hyderabad,Software Engineer
E000113,2026-01-21 04:19:27.567567,company_signup,C0113,,,Lucknow,
E003999,2026-01-21 04:58:22.702702,job_viewed,C0041,J00598,U0992,Pune,Software Engineer
E000114,2026-01-21 08:38:55.135135,company_signup,C0114,,,Noida,
E000115,2026-01-21 12:58:22.702702,company_signup,C0115,,,Gurgaon,
E000116,2026-01-21 17:17:50.270270,company_signup,C0116,,,Hyderabad,
E002275,2026-01-21 18:48:38.918918,job_viewed,C0022,J00024,U0463,Pune,Marketing
E000117,2026-01-21 21:37:17.837837,company_signup,C0117,,,Delhi,
E001891,2026-01-21 22:55:08.108108,job_posted,C0084,J00891,,Delhi,Business Analyst
E001711,2026-01-22 00:00:00.000000,job_posted,C0112,J00711,,Hyderabad,Sales
E001477,2026-01-22 00:25:56.756756,job_posted,C0101,J00477,,Noida,Sales
E000118,2026-01-22 01:56:45.405405,company_signup,C0118,,,Noida,
E002557,2026-01-22 03:27:34.054054,job_viewed,C0024,J00118,U0891,Hyderabad,Software Engineer
E005588,2026-01-22 03:53:30.810810,job_viewed,C0013,J01143,U0188,Bangalore,Marketing
E001150,2026-01-22 05:11:21.081081,job_posted,C0091,J00150,,Mumbai,Marketing
E003620,2026-01-22 05:37:17.837837,job_viewed,C0080,J00469,U0395,Noida,HR
E000119,2026-01-22 06:16:12.972972,company_signup,C0119,,,Lucknow,
E004248,2026-01-22 10:09:43.783783,job_viewed,C0020,J00680,U1404,Mumbai,Marketing
E000120,2026-01-22 10:35:40.540540,company_signup,C0120,,,Pune,
E004573,2026-01-22 11:53:30.810810,job_viewed,C0087,J00791,U0710,Gurgaon,Software Engineer
E002052,2026-01-22 13:24:19.459459,job_posted,C0104,J01052,,Noida,Sales
E004302,2026-01-22 14:16:12.972972,job_viewed,C0082,J00696,U1579,Pune,Marketing
E002269,2026-01-22 14:29:11.351351,job_viewed,C0021,J00022,U2092,Gurgaon,HR
E002267,2026-01-22 14:29:11.351351,job_viewed,C0021,J00021,U2467,Delhi,HR
E002378,2026-01-22 14:42:09.729729,job_viewed,C0071,J00054,U0580,Hyderabad,Software Engineer
E000121,2026-01-22 14:55:08.108108,company_signup,C0121,,,Lucknow,
E001893,2026-01-22 15:34:03.243243,job_posted,C0049,J00893,,Hyderabad,Data Analyst
E001108,2026-01-22 17:04:51.891891,job_posted,C0066,J00108,,Pune,Data Analyst
E001401,2026-01-22 17:17:50.270270,job_posted,C0116,J00401,,Mumbai,Marketing
E001154,2026-01-22 18:09:43.783783,job_posted,C0094,J00154,,Gurgaon,Business Analyst
E000122,2026-01-22 19:14:35.675675,company_signup,C0122,,,Pune,
E001211,2026-01-22 19:53:30.810810,job_posted,C0050,J00211,,Gurgaon,HR
E001380,2026-01-22 22:16:12.972972,job_posted,C0045,J00380,,Hyderabad,HR
E004835,2026-01-22 22:55:08.108108,job_viewed,C0084,J00889,U1110,Noida,Business Analyst
E005844,2026-01-22 23:27:34.054054,application_submitted,C0024,J00119,U1450,Hyderabad,Software Engineer
E000123,2026-01-22 23:34:03.243243,company_signup,C0123,,,Mumbai,
E005020,2026-01-23 01:04:51.891891,job_viewed,C0029,J00949,U0234,Mumbai,Software Engineer
E005591,2026-01-23 03:53:30.810810,job_viewed,C0013,J01144,U0963,Noida,HR
E000124,2026-01-23 03:53:30.810810,company_signup,C0124,,,Gurgaon,
E005585,2026-01-23 03:53:30.810810,job_viewed,C0013,J01143,U1188,Bangalore,Marketing
E001263,2026-01-23 04:32:25.945945,job_posted,C0052,J00263,,Noida,Marketing
E002663,2026-01-23 05:11:21.081081,job_viewed,C0091,J00150,U1555,Mumbai,Marketing
E004708,2026-01-23 05:50:16.216216,job_viewed,C0019,J00835,U2788,Delhi,Software Engineer
E001485,2026-01-23 06:42:09.729729,job_posted,C0108,J00485,,Gurgaon,HR
E004320,2026-01-23 07:21:04.864864,job_viewed,C0036,J00702,U2868,Bangalore,Business Analyst
E004326,2026-01-23 07:21:04.864864,job_viewed,C0036,J00703,U1897,Delhi,Data Analyst
E000125,2026-01-23 08:12:58.378378,company_signup,C0125,,,Pune,
E001749,2026-01-23 09:30:48.648648,job_posted,C0092,J00749,,Noida,Sales
E004123,2026-01-23 10:35:40.540540,job_viewed,C0009,J00637,U1957,Gurgaon,Marketing
E000126,2026-01-23 12:32:25.945945,company_signup,C0126,,,Lucknow,
E004298,2026-01-23 14:16:12.972972,job_viewed,C0082,J00696,U1597,Pune,Marketing
E001141,2026-01-23 15:08:06.486486,job_posted,C0060,J00141,,Pune,Data Analyst
E001248,2026-01-23 15:21:04.864864,job_posted,C0110,J00248,,Pune,Business Analyst
E000127,2026-01-23 16:51:53.513513,company_signup,C0127,,,Mumbai,
E002537,2026-01-23 17:04:51.891891,job_viewed,C0066,J00109,U1554,Bangalore,Sales
E002673,2026-01-23 18:09:43.783783,job_viewed,C0094,J00154,U0481,Gurgaon,Business Analyst
E000128,2026-01-23 21:11:21.081081,company_signup,C0128,,,Delhi,
E003989,2026-01-23 21:11:21.081081,job_viewed,C0017,J00594,U2153,Delhi,Marketing
E004834,2026-01-23 22:55:08.108108,job_viewed,C0084,J00889,U1470,Noida,Business Analyst
E005777,2026-01-23 23:29:11.351351,application_submitted,C0021,J00021,U2467,Delhi,HR
E003657,2026-01-23 23:34:03.243243,job_viewed,C0012,J00481,U2514,Bangalore,Software Engineer
E001710,2026-01-24 00:00:00.000000,job_posted,C0112,J00710,,Gurgaon,Sales
E003636,2026-01-24 00:25:56.756756,job_viewed,C0101,J00477,U0770,Noida,Sales
E000129,2026-01-24 01:30:48.648648,company_signup,C0129,,,Hyderabad,
E006599,2026-01-24 02:53:30.810810,application_submitted,C0013,J01143,U0188,Bangalore,Marketing
E003023,2026-01-24 04:32:25.945945,job_viewed,C0052,J00263,U2188,Noida,Marketing
E001264,2026-01-24 04:32:25.945945,job_posted,C0052,J00264,,Gurgaon,Software Engineer
E000130,2026-01-24 05:50:16.216216,company_signup,C0130,,,Hyderabad,
E000131,2026-01-24 10:09:43.783783,company_signup,C0131,,,Hyderabad,
